date,longitude,latitude,Elevation,Rain,T2M,CLOUD_AMT,RH2M,ALLSKY_SFC_SW_DWN
20190219,91.2,27.05,1176.68,0.76,10.27,97.78,78.89,7.69
20190220,91.2,27.05,1176.68,0.0,11.94,91.39,67.01,11.39
20190221,91.2,27.05,1176.68,0.0,12.36,85.44,72.64,12.25
20190222,91.2,27.05,1176.68,0.0,13.93,81.66,72.18,13.68
20190223,91.2,27.05,1176.68,0.72,14.2,95.8,73.26,10.67
20190224,91.2,27.05,1176.68,0.0,13.92,81.27,65.8,15.58
20190225,91.2,27.05,1176.68,0.03,13.05,90.99,68.88,10.96
20190226,91.2,27.05,1176.68,0.0,12.99,83.88,61.18,15.03
20190227,91.2,27.05,1176.68,0.51,12.42,87.62,62.41,9.73
20190228,91.2,27.05,1176.68,14.7,11.22,91.11,78.58,8.52
20190301,91.2,27.05,1176.68,0.1,10.37,57.97,67.79,17.52
20190302,91.2,27.05,1176.68,0.0,11.96,48.05,60.99,21.02
20190303,91.2,27.05,1176.68,0.0,14.01,63.24,59.88,16.2
20190304,91.2,27.05,1176.68,0.85,12.9,96.92,68.12,8.15
20190305,91.2,27.05,1176.68,10.13,13.49,87.06,75.97,16.05
20190306,91.2,27.05,1176.68,2.83,12.79,94.28,72.33,10.59
20190307,91.2,27.05,1176.68,0.01,12.87,79.02,58.81,14.14
20190308,91.2,27.05,1176.68,0.0,12.93,69.83,53.34,16.6
20190309,91.2,27.05,1176.68,0.0,13.08,96.79,58.05,11.13
20190310,91.2,27.05,1176.68,0.0,13.49,99.06,64.47,8.64
20190311,91.2,27.05,1176.68,0.0,14.14,94.71,65.02,12.01
20190312,91.2,27.05,1176.68,0.0,16.21,96.25,58.65,13.33
20190313,91.2,27.05,1176.68,0.0,17.26,81.6,52.67,16.88
20190314,91.2,27.05,1176.68,0.0,18.34,75.13,57.61,18.46
20190315,91.2,27.05,1176.68,0.0,18.16,81.5,59.99,17.41
20190316,91.2,27.05,1176.68,0.0,17.74,72.99,57.08,19.75
20190317,91.2,27.05,1176.68,0.0,17.42,56.17,52.23,18.06
20190318,91.2,27.05,1176.68,0.07,15.52,92.47,59.95,12.48
20190319,91.2,27.05,1176.68,0.98,15.16,84.79,67.32,16.88
20190320,91.2,27.05,1176.68,0.01,15.28,95.0,59.38,8.28
20190321,91.2,27.05,1176.68,0.0,16.07,97.53,52.34,8.27
20190322,91.2,27.05,1176.68,0.56,16.83,94.4,53.9,11.39
20190323,91.2,27.05,1176.68,0.07,17.48,92.73,52.53,12.3
20190324,91.2,27.05,1176.68,0.0,17.23,65.97,47.31,17.53
20190325,91.2,27.05,1176.68,0.0,17.87,93.55,50.23,14.62
20190326,91.2,27.05,1176.68,6.53,16.65,93.8,57.89,11.17
20190327,91.2,27.05,1176.68,0.05,15.72,75.29,65.9,16.32
20190328,91.2,27.05,1176.68,0.0,17.74,20.0,58.79,26.94
20190329,91.2,27.05,1176.68,0.01,18.59,42.94,62.24,22.01
20190330,91.2,27.05,1176.68,2.09,19.19,90.6,63.6,13.7
20190331,91.2,27.05,1176.68,34.99,17.03,97.87,84.14,4.32
20190401,91.2,27.05,1176.68,1.13,17.42,95.86,80.68,11.01
20190402,91.2,27.05,1176.68,1.84,17.4,85.76,76.04,14.19
20190403,91.2,27.05,1176.68,0.06,16.87,65.67,73.45,20.07
20190404,91.2,27.05,1176.68,0.98,17.28,96.06,69.58,11.59
20190405,91.2,27.05,1176.68,7.61,17.14,92.98,74.6,15.46
20190406,91.2,27.05,1176.68,4.86,19.17,95.45,65.0,18.76
20190407,91.2,27.05,1176.68,23.73,17.77,99.31,76.22,8.77
20190408,91.2,27.05,1176.68,9.23,17.04,92.51,76.26,18.21
20190409,91.2,27.05,1176.68,21.67,16.84,99.31,77.35,6.57
20190410,91.2,27.05,1176.68,1.94,17.97,83.61,70.22,19.59
20190411,91.2,27.05,1176.68,0.0,19.54,46.04,62.97,24.15
20190412,91.2,27.05,1176.68,0.0,21.0,57.38,63.99,19.86
20190413,91.2,27.05,1176.68,0.19,22.08,69.78,61.54,21.97
20190414,91.2,27.05,1176.68,20.39,19.39,93.6,80.68,12.93
20190415,91.2,27.05,1176.68,15.83,19.13,96.57,80.42,13.2
20190416,91.2,27.05,1176.68,20.09,20.77,95.52,67.3,14.42
20190417,91.2,27.05,1176.68,0.41,20.25,95.68,72.39,11.05
20190418,91.2,27.05,1176.68,0.03,19.57,64.93,71.81,20.44
20190419,91.2,27.05,1176.68,0.1,19.61,68.5,62.0,20.46
20190420,91.2,27.05,1176.68,1.44,18.8,78.66,63.53,17.66
20190421,91.2,27.05,1176.68,10.93,18.9,72.85,67.48,19.2
20190422,91.2,27.05,1176.68,0.27,19.91,97.63,64.52,6.87
20190423,91.2,27.05,1176.68,0.1,20.1,80.1,64.93,14.42
20190424,91.2,27.05,1176.68,0.0,21.39,58.42,64.53,24.65
20190425,91.2,27.05,1176.68,0.01,22.78,50.68,63.4,23.88
20190426,91.2,27.05,1176.68,1.99,22.98,64.72,66.74,16.88
20190427,91.2,27.05,1176.68,24.04,20.6,93.53,82.36,14.62
20190428,91.2,27.05,1176.68,36.17,21.02,99.05,80.89,6.45
20190429,91.2,27.05,1176.68,12.32,20.31,96.59,81.94,13.07
20190430,91.2,27.05,1176.68,34.08,21.07,98.49,70.76,6.44
20190501,91.2,27.05,1176.68,44.65,21.3,96.14,75.88,14.12
20190502,91.2,27.05,1176.68,9.48,21.78,94.26,83.86,20.26
20190503,91.2,27.05,1176.68,14.01,20.11,99.17,87.99,7.52
20190504,91.2,27.05,1176.68,58.65,21.67,99.51,73.84,5.94
20190505,91.2,27.05,1176.68,11.53,19.79,93.52,85.63,19.47
20190506,91.2,27.05,1176.68,4.31,20.47,88.81,66.41,19.62
20190507,91.2,27.05,1176.68,0.38,20.87,94.33,56.06,15.19
20190508,91.2,27.05,1176.68,6.85,21.13,97.54,64.43,13.21
20190509,91.2,27.05,1176.68,6.64,21.23,95.74,64.12,11.77
20190510,91.2,27.05,1176.68,8.02,21.65,93.78,68.96,15.3
20190511,91.2,27.05,1176.68,4.75,21.68,96.22,70.7,14.11
20190512,91.2,27.05,1176.68,7.59,21.17,90.97,83.04,15.79
20190513,91.2,27.05,1176.68,11.4,20.75,91.69,79.97,16.71
20190514,91.2,27.05,1176.68,7.09,20.94,97.33,70.0,12.99
20190515,91.2,27.05,1176.68,1.92,20.51,97.06,75.72,11.01
20190516,91.2,27.05,1176.68,21.18,20.91,96.52,76.91,14.8
20190517,91.2,27.05,1176.68,26.3,20.25,95.5,81.13,14.89
20190518,91.2,27.05,1176.68,12.47,20.77,97.62,78.71,17.95
20190519,91.2,27.05,1176.68,0.33,20.6,90.97,80.72,20.32
20190520,91.2,27.05,1176.68,0.65,20.6,92.23,82.22,17.41
20190521,91.2,27.05,1176.68,28.96,21.49,94.93,84.1,14.28
20190522,91.2,27.05,1176.68,8.21,21.77,96.4,87.2,8.69
20190523,91.2,27.05,1176.68,35.51,21.38,99.35,89.38,8.28
20190524,91.2,27.05,1176.68,26.34,19.38,88.2,91.34,17.99
20190525,91.2,27.05,1176.68,16.03,21.23,93.84,80.76,14.83
20190526,91.2,27.05,1176.68,21.62,21.49,94.78,85.88,15.26
20190527,91.2,27.05,1176.68,7.48,20.93,96.01,87.26,12.64
20190528,91.2,27.05,1176.68,9.32,21.95,93.2,76.68,8.25
20190529,91.2,27.05,1176.68,7.96,22.4,96.1,75.48,11.78
20190530,91.2,27.05,1176.68,9.15,21.66,97.65,80.96,6.51
20190531,91.2,27.05,1176.68,6.97,19.19,97.19,84.88,8.83
20190601,91.2,27.05,1176.68,0.05,22.55,74.43,74.18,20.6
20190602,91.2,27.05,1176.68,0.2,22.98,90.97,73.61,19.03
20190603,91.2,27.05,1176.68,17.47,22.85,96.9,71.37,17.36
20190604,91.2,27.05,1176.68,0.03,22.22,89.81,73.99,19.67
20190605,91.2,27.05,1176.68,2.08,21.92,84.93,78.98,18.13
20190606,91.2,27.05,1176.68,1.74,23.4,95.09,77.93,17.08
20190607,91.2,27.05,1176.68,3.0,21.98,85.87,91.58,19.69
20190608,91.2,27.05,1176.68,0.85,22.75,88.81,84.01,17.66
20190609,91.2,27.05,1176.68,4.72,22.55,71.88,87.5,20.8
20190610,91.2,27.05,1176.68,4.04,23.56,76.82,79.15,17.91
20190611,91.2,27.05,1176.68,9.62,23.78,94.86,75.41,14.26
20190612,91.2,27.05,1176.68,2.97,24.51,88.19,77.34,19.77
20190613,91.2,27.05,1176.68,9.46,25.32,76.0,76.67,23.17
20190614,91.2,27.05,1176.68,0.64,24.73,92.91,79.34,22.09
20190615,91.2,27.05,1176.68,13.06,22.73,98.7,89.62,12.57
20190616,91.2,27.05,1176.68,7.7,23.32,95.84,87.3,10.59
20190617,91.2,27.05,1176.68,4.81,23.73,96.24,87.93,7.31
20190618,91.2,27.05,1176.68,10.77,23.7,92.08,86.37,13.74
20190619,91.2,27.05,1176.68,6.32,24.27,76.87,79.98,19.92
20190620,91.2,27.05,1176.68,2.8,24.08,95.25,79.68,16.18
20190621,91.2,27.05,1176.68,6.71,24.55,90.58,81.39,17.28
20190622,91.2,27.05,1176.68,11.46,23.64,86.66,86.66,19.1
20190623,91.2,27.05,1176.68,0.05,23.69,80.5,86.86,21.85
20190624,91.2,27.05,1176.68,0.17,24.29,82.69,87.03,20.26
20190625,91.2,27.05,1176.68,29.1,23.72,92.92,90.33,11.23
20190626,91.2,27.05,1176.68,38.63,23.2,96.47,93.66,8.14
20190627,91.2,27.05,1176.68,19.84,23.43,96.61,91.58,12.43
20190628,91.2,27.05,1176.68,23.52,22.72,92.45,93.84,15.63
20190629,91.2,27.05,1176.68,4.67,22.97,93.49,88.13,16.17
20190630,91.2,27.05,1176.68,0.07,25.4,84.84,71.97,20.07
20190701,91.2,27.05,1176.68,5.05,24.63,74.41,84.29,23.74
20190702,91.2,27.05,1176.68,0.66,24.12,91.47,83.82,19.44
20190703,91.2,27.05,1176.68,27.51,24.22,86.35,85.02,21.24
20190704,91.2,27.05,1176.68,7.33,24.7,98.19,83.47,17.63
20190705,91.2,27.05,1176.68,11.24,24.08,98.22,90.28,18.14
20190706,91.2,27.05,1176.68,12.54,24.03,98.39,86.47,18.14
20190707,91.2,27.05,1176.68,19.12,23.74,99.37,86.88,15.2
20190708,91.2,27.05,1176.68,41.97,23.4,99.57,88.92,6.58
20190709,91.2,27.05,1176.68,30.78,23.17,99.13,86.08,11.35
20190710,91.2,27.05,1176.68,38.9,22.12,99.02,94.46,8.25
20190711,91.2,27.05,1176.68,17.67,22.41,99.44,94.83,8.32
20190712,91.2,27.05,1176.68,13.72,21.98,99.19,95.04,8.22
20190713,91.2,27.05,1176.68,13.83,21.71,99.0,93.8,9.94
20190714,91.2,27.05,1176.68,45.66,20.86,99.18,94.16,7.91
20190715,91.2,27.05,1176.68,42.94,22.04,97.75,94.49,8.95
20190716,91.2,27.05,1176.68,13.86,21.89,94.78,92.47,12.8
20190717,91.2,27.05,1176.68,3.0,22.66,90.22,88.5,17.22
20190718,91.2,27.05,1176.68,7.17,23.8,78.21,80.73,18.36
20190719,91.2,27.05,1176.68,2.68,24.02,91.49,81.28,17.4
20190720,91.2,27.05,1176.68,0.63,23.41,91.33,87.8,16.08
20190721,91.2,27.05,1176.68,0.6,23.23,97.21,89.77,10.33
20190722,91.2,27.05,1176.68,26.32,21.84,96.45,93.39,8.78
20190723,91.2,27.05,1176.68,15.61,21.85,99.31,95.1,6.86
20190724,91.2,27.05,1176.68,3.38,22.48,99.39,92.94,13.49
20190725,91.2,27.05,1176.68,11.44,22.38,99.15,89.04,14.51
20190726,91.2,27.05,1176.68,27.68,22.95,99.24,86.95,14.71
20190727,91.2,27.05,1176.68,1.93,23.26,98.77,87.82,15.94
20190728,91.2,27.05,1176.68,0.84,24.04,84.65,79.56,20.72
20190729,91.2,27.05,1176.68,0.34,23.6,97.12,84.0,16.84
20190730,91.2,27.05,1176.68,7.56,22.19,98.98,89.79,15.77
20190731,91.2,27.05,1176.68,51.87,22.28,98.87,90.21,11.14
20190801,91.2,27.05,1176.68,6.81,23.27,98.38,82.03,12.39
20190802,91.2,27.05,1176.68,9.11,23.56,97.19,83.22,16.02
20190803,91.2,27.05,1176.68,0.25,24.2,95.46,84.61,20.03
20190804,91.2,27.05,1176.68,3.88,24.21,95.86,86.65,18.21
20190805,91.2,27.05,1176.68,0.19,25.55,90.71,77.57,20.08
20190806,91.2,27.05,1176.68,6.32,26.24,80.44,76.35,21.71
20190807,91.2,27.05,1176.68,4.51,25.0,92.77,81.36,19.58
20190808,91.2,27.05,1176.68,4.05,23.69,97.66,84.8,15.2
20190809,91.2,27.05,1176.68,4.39,24.5,85.66,81.8,19.74
20190810,91.2,27.05,1176.68,0.39,23.33,85.02,90.49,14.52
20190811,91.2,27.05,1176.68,0.32,24.99,91.53,78.36,19.35
20190812,91.2,27.05,1176.68,4.56,26.05,82.53,75.01,19.67
20190813,91.2,27.05,1176.68,4.57,22.79,87.63,89.14,17.29
20190814,91.2,27.05,1176.68,16.97,23.02,89.78,86.55,16.77
20190815,91.2,27.05,1176.68,16.56,22.34,94.03,89.41,14.52
20190816,91.2,27.05,1176.68,3.41,23.45,97.16,88.72,14.87
20190817,91.2,27.05,1176.68,0.83,23.76,92.67,88.77,18.86
20190818,91.2,27.05,1176.68,0.01,23.31,82.2,87.19,21.19
20190819,91.2,27.05,1176.68,0.0,23.47,88.09,87.07,17.74
20190820,91.2,27.05,1176.68,1.42,22.46,93.32,90.64,20.02
20190821,91.2,27.05,1176.68,0.19,23.92,90.99,82.73,22.07
20190822,91.2,27.05,1176.68,0.21,24.36,90.2,84.31,21.4
20190823,91.2,27.05,1176.68,20.64,23.41,95.35,87.17,16.66
20190824,91.2,27.05,1176.68,12.39,23.65,94.86,79.2,14.83
20190825,91.2,27.05,1176.68,0.66,24.48,82.78,78.83,20.58
20190826,91.2,27.05,1176.68,0.02,24.74,59.14,80.04,23.23
20190827,91.2,27.05,1176.68,0.0,24.75,75.56,82.25,24.17
20190828,91.2,27.05,1176.68,0.12,23.66,98.68,88.73,12.53
20190829,91.2,27.05,1176.68,0.03,24.2,84.63,80.49,21.01
20190830,91.2,27.05,1176.68,29.77,24.48,97.49,81.9,16.6
20190831,91.2,27.05,1176.68,17.95,23.72,97.74,80.14,11.49
20190901,91.2,27.05,1176.68,0.05,24.45,86.52,76.08,20.55
20190902,91.2,27.05,1176.68,13.82,25.09,95.03,77.23,18.77
20190903,91.2,27.05,1176.68,5.27,24.16,98.83,84.67,15.54
20190904,91.2,27.05,1176.68,10.83,23.47,93.39,87.33,13.14
20190905,91.2,27.05,1176.68,6.0,22.51,96.59,86.55,15.15
20190906,91.2,27.05,1176.68,7.38,24.04,96.73,76.96,15.51
20190907,91.2,27.05,1176.68,7.13,23.36,93.6,84.83,16.4
20190908,91.2,27.05,1176.68,27.99,23.55,87.92,83.74,17.42
20190909,91.2,27.05,1176.68,0.51,22.97,95.06,87.33,15.17
20190910,91.2,27.05,1176.68,2.93,22.58,98.06,87.66,14.05
20190911,91.2,27.05,1176.68,3.75,22.74,97.93,91.84,13.27
20190912,91.2,27.05,1176.68,44.01,22.55,97.44,90.1,11.4
20190913,91.2,27.05,1176.68,22.31,22.33,97.77,88.9,13.47
20190914,91.2,27.05,1176.68,8.53,21.85,96.93,90.85,12.0
20190915,91.2,27.05,1176.68,3.19,21.89,93.97,92.34,13.29
20190916,91.2,27.05,1176.68,19.31,21.63,98.01,93.75,8.63
20190917,91.2,27.05,1176.68,18.13,21.82,98.1,89.61,8.95
20190918,91.2,27.05,1176.68,0.26,22.71,88.53,81.86,12.27
20190919,91.2,27.05,1176.68,0.0,22.67,83.49,78.85,15.23
20190920,91.2,27.05,1176.68,0.11,22.32,94.64,79.83,13.58
20190921,91.2,27.05,1176.68,0.21,22.27,98.54,80.04,12.12
20190922,91.2,27.05,1176.68,16.07,21.9,98.4,84.15,12.5
20190923,91.2,27.05,1176.68,17.71,20.49,99.3,92.55,10.19
20190924,91.2,27.05,1176.68,35.6,19.97,98.79,92.59,12.25
20190925,91.2,27.05,1176.68,21.3,20.07,92.19,88.14,13.8
20190926,91.2,27.05,1176.68,4.13,20.83,70.77,87.69,17.7
20190927,91.2,27.05,1176.68,0.81,20.81,92.59,85.48,14.88
20190928,91.2,27.05,1176.68,5.79,20.97,98.6,78.65,10.8
20190929,91.2,27.05,1176.68,19.28,19.22,99.17,80.9,12.74
20190930,91.2,27.05,1176.68,20.81,19.25,99.23,86.67,10.09
20191001,91.2,27.05,1176.68,4.7,20.06,90.61,84.96,12.53
20191002,91.2,27.05,1176.68,17.8,20.89,72.37,84.18,15.57
20191003,91.2,27.05,1176.68,3.2,20.74,91.45,84.21,14.33
20191004,91.2,27.05,1176.68,16.24,20.36,95.16,85.61,12.12
20191005,91.2,27.05,1176.68,1.97,21.43,92.11,82.36,12.36
20191006,91.2,27.05,1176.68,0.12,21.6,74.9,81.25,14.59
20191007,91.2,27.05,1176.68,3.19,21.11,89.64,82.17,13.22
20191008,91.2,27.05,1176.68,15.73,19.35,97.32,91.47,6.36
20191009,91.2,27.05,1176.68,5.46,19.14,93.38,88.88,12.24
20191010,91.2,27.05,1176.68,0.18,19.28,65.45,81.9,18.52
20191011,91.2,27.05,1176.68,0.67,19.36,77.34,84.88,15.68
20191012,91.2,27.05,1176.68,0.04,19.0,76.78,85.38,15.55
20191013,91.2,27.05,1176.68,0.0,19.62,78.42,76.63,14.24
20191014,91.2,27.05,1176.68,0.0,19.76,59.38,73.35,17.29
20191015,91.2,27.05,1176.68,0.0,20.43,30.8,60.19,21.22
20191016,91.2,27.05,1176.68,0.0,20.29,44.64,57.48,20.24
20191017,91.2,27.05,1176.68,0.0,19.84,66.49,64.89,16.51
20191018,91.2,27.05,1176.68,0.0,19.79,62.64,68.41,16.46
20191019,91.2,27.05,1176.68,0.0,20.45,77.11,68.51,14.99
20191020,91.2,27.05,1176.68,0.0,19.38,81.25,76.73,15.11
20191021,91.2,27.05,1176.68,0.0,18.95,92.98,88.49,6.42
20191022,91.2,27.05,1176.68,0.0,18.29,74.95,89.88,14.39
20191023,91.2,27.05,1176.68,0.84,17.48,93.87,90.37,10.13
20191024,91.2,27.05,1176.68,2.64,16.07,99.33,83.67,9.68
20191025,91.2,27.05,1176.68,17.56,16.9,99.68,77.52,7.25
20191026,91.2,27.05,1176.68,11.83,16.43,93.49,89.47,15.55
20191027,91.2,27.05,1176.68,0.0,18.09,81.45,73.81,16.27
20191028,91.2,27.05,1176.68,0.0,18.61,74.84,73.57,16.2
20191029,91.2,27.05,1176.68,0.0,19.37,56.24,76.1,18.04
20191030,91.2,27.05,1176.68,0.0,19.22,61.17,74.91,16.43
20191031,91.2,27.05,1176.68,0.0,18.86,78.26,76.37,15.44
20191101,91.2,27.05,1176.68,0.0,18.02,53.11,76.73,16.24
20191102,91.2,27.05,1176.68,0.0,19.47,28.26,69.35,19.15
20191103,91.2,27.05,1176.68,0.0,18.99,41.97,67.39,16.9
20191104,91.2,27.05,1176.68,0.09,19.17,76.47,68.16,15.16
20191105,91.2,27.05,1176.68,2.85,17.67,85.35,81.57,11.32
20191106,91.2,27.05,1176.68,0.15,17.61,83.2,81.78,13.02
20191107,91.2,27.05,1176.68,0.0,18.41,76.2,76.42,14.48
20191108,91.2,27.05,1176.68,0.0,19.16,86.04,73.46,14.67
20191109,91.2,27.05,1176.68,0.17,18.44,83.67,78.58,16.2
20191110,91.2,27.05,1176.68,0.11,18.87,92.01,76.36,9.86
20191111,91.2,27.05,1176.68,0.0,18.27,43.19,80.47,17.03
20191112,91.2,27.05,1176.68,0.0,17.7,49.06,83.68,14.88
20191113,91.2,27.05,1176.68,0.0,18.45,38.47,78.99,17.11
20191114,91.2,27.05,1176.68,0.0,19.6,46.64,77.95,15.58
20191115,91.2,27.05,1176.68,0.0,19.31,39.95,81.94,16.19
20191116,91.2,27.05,1176.68,0.0,18.11,62.04,91.32,13.68
20191117,91.2,27.05,1176.68,0.0,16.76,71.62,91.72,11.52
20191118,91.2,27.05,1176.68,0.0,16.16,85.05,91.1,10.06
20191119,91.2,27.05,1176.68,1.23,15.21,91.77,94.26,7.42
20191120,91.2,27.05,1176.68,0.52,15.11,94.48,92.41,6.29
20191121,91.2,27.05,1176.68,0.0,16.08,80.72,73.98,10.9
20191122,91.2,27.05,1176.68,0.0,16.72,67.13,75.08,13.2
20191123,91.2,27.05,1176.68,0.0,16.13,93.85,85.04,9.44
20191124,91.2,27.05,1176.68,0.0,15.76,91.69,89.37,9.3
20191125,91.2,27.05,1176.68,0.0,15.61,94.64,90.27,11.01
20191126,91.2,27.05,1176.68,0.0,16.51,65.32,83.06,12.68
20191127,91.2,27.05,1176.68,0.0,16.75,28.25,75.39,14.91
20191128,91.2,27.05,1176.68,0.0,17.45,19.88,67.55,15.63
20191129,91.2,27.05,1176.68,0.0,15.89,29.9,74.6,15.83
20191130,91.2,27.05,1176.68,1.63,14.91,54.02,82.05,13.3
20191201,91.2,27.05,1176.68,0.01,14.22,80.49,84.48,10.46
20191202,91.2,27.05,1176.68,0.0,12.7,81.57,80.31,10.04
20191203,91.2,27.05,1176.68,0.0,12.9,58.29,74.52,12.06
20191204,91.2,27.05,1176.68,0.0,13.3,20.27,70.81,16.59
20191205,91.2,27.05,1176.68,0.0,15.76,16.35,43.18,16.78
20191206,91.2,27.05,1176.68,0.0,14.27,26.2,48.63,15.84
20191207,91.2,27.05,1176.68,0.0,14.61,28.78,58.4,15.25
20191208,91.2,27.05,1176.68,0.0,14.38,19.97,66.66,15.23
20191209,91.2,27.05,1176.68,0.0,13.91,22.44,72.37,16.05
20191210,91.2,27.05,1176.68,0.0,13.15,54.51,76.45,13.67
20191211,91.2,27.05,1176.68,0.0,12.46,93.24,81.68,6.85
20191212,91.2,27.05,1176.68,0.0,12.41,91.79,76.03,7.53
20191213,91.2,27.05,1176.68,0.01,13.68,98.69,73.45,8.59
20191214,91.2,27.05,1176.68,0.01,13.51,72.85,76.43,10.09
20191215,91.2,27.05,1176.68,0.0,11.87,59.03,80.47,13.49
20191216,91.2,27.05,1176.68,0.0,11.94,46.08,83.76,13.19
20191217,91.2,27.05,1176.68,0.0,10.87,73.4,82.29,10.71
20191218,91.2,27.05,1176.68,0.0,10.95,64.1,74.45,12.65
20191219,91.2,27.05,1176.68,0.0,11.28,82.16,79.0,9.44
20191220,91.2,27.05,1176.68,0.0,12.06,88.41,78.79,7.98
20191221,91.2,27.05,1176.68,0.0,11.25,85.97,88.96,8.53
20191222,91.2,27.05,1176.68,0.0,9.95,83.2,90.73,10.76
20191223,91.2,27.05,1176.68,0.0,10.79,60.19,82.49,13.36
20191224,91.2,27.05,1176.68,0.0,10.78,60.8,80.03,11.69
20191225,91.2,27.05,1176.68,0.0,9.73,72.54,80.28,11.07
20191226,91.2,27.05,1176.68,0.0,10.05,78.62,68.14,8.85
20191227,91.2,27.05,1176.68,0.0,9.09,58.57,68.63,13.48
20191228,91.2,27.05,1176.68,0.0,9.61,21.36,66.77,16.14
20191229,91.2,27.05,1176.68,0.0,11.89,20.4,55.92,15.77
20191230,91.2,27.05,1176.68,0.0,12.13,19.99,56.85,15.19
20191231,91.2,27.05,1176.68,0.0,12.76,23.63,51.21,15.93
20200101,91.2,27.05,1176.68,0.07,12.75,88.18,57.6,9.75
20200102,91.2,27.05,1176.68,0.99,12.92,96.08,74.6,11.84
20200103,91.2,27.05,1176.68,0.78,12.04,93.46,73.17,4.25
20200104,91.2,27.05,1176.68,1.12,10.85,85.96,85.05,9.08
20200105,91.2,27.05,1176.68,1.35,9.61,79.84,84.87,12.46
20200106,91.2,27.05,1176.68,0.01,7.98,43.59,79.29,14.95
20200107,91.2,27.05,1176.68,0.0,9.49,62.7,69.22,12.65
20200108,91.2,27.05,1176.68,0.0,10.57,68.92,73.54,13.26
20200109,91.2,27.05,1176.68,0.08,10.91,85.67,81.34,9.57
20200110,91.2,27.05,1176.68,0.0,10.43,64.68,90.23,12.77
20200111,91.2,27.05,1176.68,0.0,11.16,28.96,80.72,15.81
20200112,91.2,27.05,1176.68,0.0,12.52,15.65,69.29,16.31
20200113,91.2,27.05,1176.68,0.0,12.5,18.71,74.48,16.04
20200114,91.2,27.05,1176.68,0.0,11.75,35.68,82.74,15.68
20200115,91.2,27.05,1176.68,0.0,11.71,57.67,84.39,13.78
20200116,91.2,27.05,1176.68,0.0,11.29,61.56,82.19,12.74
20200117,91.2,27.05,1176.68,0.0,12.56,57.93,75.78,13.21
20200118,91.2,27.05,1176.68,0.0,11.96,72.23,82.4,12.67
20200119,91.2,27.05,1176.68,0.74,11.24,64.55,80.56,13.66
20200120,91.2,27.05,1176.68,0.0,10.08,62.28,80.54,13.75
20200121,91.2,27.05,1176.68,0.0,8.8,79.18,83.55,11.35
20200122,91.2,27.05,1176.68,0.0,8.77,81.88,85.18,10.85
20200123,91.2,27.05,1176.68,0.92,7.64,96.94,83.5,7.05
20200124,91.2,27.05,1176.68,0.1,7.73,80.39,79.99,11.29
20200125,91.2,27.05,1176.68,0.0,10.13,23.04,62.9,16.57
20200126,91.2,27.05,1176.68,0.0,10.38,46.66,65.57,16.26
20200127,91.2,27.05,1176.68,0.0,10.0,89.35,73.13,8.82
20200128,91.2,27.05,1176.68,0.0,8.31,92.6,87.15,6.93
20200129,91.2,27.05,1176.68,0.0,10.43,65.67,75.66,12.15
20200130,91.2,27.05,1176.68,2.73,9.69,95.23,87.69,7.54
20200131,91.2,27.05,1176.68,0.12,9.49,94.09,89.72,9.03
20200201,91.2,27.05,1176.68,4.59,9.96,72.59,85.01,13.65
20200202,91.2,27.05,1176.68,0.46,9.06,73.56,82.09,12.21
20200203,91.2,27.05,1176.68,0.0,9.25,50.7,74.63,14.55
20200204,91.2,27.05,1176.68,0.0,10.66,53.33,67.73,15.37
20200205,91.2,27.05,1176.68,0.0,9.45,78.89,76.66,12.06
20200206,91.2,27.05,1176.68,0.0,9.39,85.08,72.88,13.55
20200207,91.2,27.05,1176.68,0.0,10.28,66.16,67.25,14.44
20200208,91.2,27.05,1176.68,0.0,11.57,47.86,64.65,17.3
20200209,91.2,27.05,1176.68,0.0,11.06,61.82,68.23,13.2
20200210,91.2,27.05,1176.68,0.0,11.51,34.96,69.93,17.41
20200211,91.2,27.05,1176.68,0.0,11.99,63.75,66.83,15.93
20200212,91.2,27.05,1176.68,0.0,12.87,58.34,63.32,16.51
20200213,91.2,27.05,1176.68,0.0,13.24,89.4,61.36,14.26
20200214,91.2,27.05,1176.68,0.0,13.0,91.35,65.83,9.03
20200215,91.2,27.05,1176.68,0.0,12.18,90.69,78.22,11.64
20200216,91.2,27.05,1176.68,0.0,13.48,78.22,81.09,12.31
20200217,91.2,27.05,1176.68,0.0,13.89,86.86,81.58,9.69
20200218,91.2,27.05,1176.68,0.4,12.12,96.64,86.22,5.75
20200219,91.2,27.05,1176.68,0.1,13.43,93.0,79.56,6.66
20200220,91.2,27.05,1176.68,0.0,13.89,96.99,68.65,8.45
20200221,91.2,27.05,1176.68,0.0,15.07,75.86,64.97,14.13
20200222,91.2,27.05,1176.68,0.0,15.7,91.21,62.28,8.1
20200223,91.2,27.05,1176.68,0.01,15.95,72.97,63.0,13.79
20200224,91.2,27.05,1176.68,0.0,14.82,83.26,64.92,14.01
20200225,91.2,27.05,1176.68,1.44,14.19,88.89,66.82,11.37
20200226,91.2,27.05,1176.68,4.96,13.34,99.33,71.63,6.28
20200227,91.2,27.05,1176.68,0.39,13.2,94.38,69.77,14.04
20200228,91.2,27.05,1176.68,0.0,14.09,41.53,70.06,21.77
20200229,91.2,27.05,1176.68,0.0,15.03,47.73,67.85,22.62
